,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,nickname,jpg_url,img_num,favorites,retweets,dog_label
11,889880896479866881,2017-07-25 16:11:53+00:00,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,False,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,28268,5156,French Bulldog
12,889665388333682689,2017-07-25 01:55:32+00:00,iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,True,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,38818,8538,Pembroke
13,889638837579907072,2017-07-25 00:10:02+00:00,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,False,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,27672,4735,French Bulldog
14,889531135344209921,2017-07-24 17:02:04+00:00,iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,True,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,15359,2321,Golden Retriever
15,889278841981685760,2017-07-24 00:19:32+00:00,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,False,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,25652,5637,Whippet
16,888917238123831296,2017-07-23 00:22:39+00:00,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,False,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,29611,4709,Golden Retriever
17,888804989199671297,2017-07-22 16:56:37+00:00,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,False,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,26080,4559,Golden Retriever
18,888554962724278272,2017-07-22 00:23:06+00:00,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,False,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,20290,3732,Siberian Husky
19,888078434458587136,2017-07-20 16:49:33+00:00,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,False,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,22201,3653,French Bulldog
20,887705289381826560,2017-07-19 16:06:48+00:00,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,False,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,30779,5609,Basset
22,887473957103951883,2017-07-19 00:47:34+00:00,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,False,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,69871,18781,Pembroke
23,887343217045368832,2017-07-18 16:08:03+00:00,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,False,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,34222,10737,Mexican Hairless
24,887101392804085760,2017-07-18 00:07:08+00:00,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,False,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,31061,6167,Samoyed
25,886983233522544640,2017-07-17 16:17:36+00:00,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,False,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,35859,8084,Chihuahua
26,886736880519319552,2017-07-16 23:58:41+00:00,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,False,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,12306,3443,Kuvasz
28,886366144734445568,2017-07-15 23:25:31+00:00,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,True,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,21524,3316,French Bulldog
29,886258384151887873,2017-07-15 16:17:19+00:00,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,False,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,28469,6523,Pug
30,885984800019947520,2017-07-14 22:10:11+00:00,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,False,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,33382,7097,Blenheim Spaniel
31,885528943205470208,2017-07-13 15:58:47+00:00,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,False,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,36689,6683,Pug
32,885167619883638784,2017-07-12 16:03:00+00:00,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,False,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,22367,4556,Malamute
33,884925521741709313,2017-07-12 00:01:00+00:00,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,False,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,68152,16439,Italian Greyhound
34,884876753390489601,2017-07-11 20:47:12+00:00,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,False,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,28514,6096,Chow
35,884562892145688576,2017-07-11 00:00:02+00:00,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,False,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,24765,5100,Pug
36,884441805382717440,2017-07-10 15:58:53+00:00,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,False,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,27478,5856,Pembroke
37,884162670584377345,2017-07-09 21:29:42+00:00,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,True,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,20771,3128,German Shepherd
38,883838122936631299,2017-07-09 00:00:04+00:00,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,False,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,22349,3586,Doberman
39,883482846933004288,2017-07-08 00:28:19+00:00,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,False,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,46860,10407,Golden Retriever
40,883360690899218434,2017-07-07 16:22:55+00:00,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,True,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,22986,3825,Chow
41,883117836046086144,2017-07-07 00:17:54+00:00,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,False,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,37914,6949,Golden Retriever
42,882992080364220416,2017-07-06 15:58:11+00:00,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,False,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,24445,4122,Eskimo Dog
43,882762694511734784,2017-07-06 00:46:41+00:00,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,True,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,28903,5134,Labrador Retriever
44,882627270321602560,2017-07-05 15:48:34+00:00,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,False,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,28382,6342,Pembroke
45,882268110199369728,2017-07-04 16:01:23+00:00,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,False,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,45880,12118,Golden Retriever
46,882045870035918850,2017-07-04 01:18:17+00:00,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,False,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,29900,5203,Golden Retriever
47,881906580714921986,2017-07-03 16:04:48+00:00,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,False,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,24773,3533,Weimaraner
48,881666595344535552,2017-07-03 00:11:11+00:00,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,False,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,51522,11099,Saluki
49,881536004380872706,2017-07-02 15:32:16+00:00,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,True,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,50199,16570,Samoyed
52,880872448815771648,2017-06-30 19:35:32+00:00,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,False,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,21734,3989,Pembroke
53,880465832366813184,2017-06-29 16:39:47+00:00,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,False,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,29075,6546,Golden Retriever
54,880221127280381952,2017-06-29 00:27:25+00:00,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,False,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,27640,4436,Chihuahua
55,880095782870896641,2017-06-28 16:09:20+00:00,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,False,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,28150,4533,Miniature Pinscher
56,879862464715927552,2017-06-28 00:42:13+00:00,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,False,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,22667,3642,Basset
57,879492040517615616,2017-06-27 00:10:17+00:00,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,False,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,23822,3323,German Short-Haired Pointer
58,879415818425184262,2017-06-26 19:07:24+00:00,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,False,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,107956,45849,English Springer
59,879376492567855104,2017-06-26 16:31:08+00:00,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,False,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,17099,3261,Labrador Retriever
61,879008229531029506,2017-06-25 16:07:47+00:00,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,False,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,19317,2812,Vizsla
62,878776093423087618,2017-06-25 00:45:22+00:00,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,True,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,19763,4319,Italian Greyhound
63,878281511006478336,2017-06-23 16:00:04+00:00,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,False,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,7913,1349,Basset
64,878057613040115712,2017-06-23 01:10:23+00:00,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,False,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,42876,7181,French Bulldog
65,877736472329191424,2017-06-22 03:54:17+00:00,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,False,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,71144,17300,Chesapeake Bay Retriever
66,877556246731214848,2017-06-21 15:58:08+00:00,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,False,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,23258,3994,Basset
67,877316821321428993,2017-06-21 00:06:44+00:00,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,False,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,27907,5414,Saluki
68,877201837425926144,2017-06-20 16:29:50+00:00,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,False,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,27755,5880,Pembroke
69,876838120628539392,2017-06-19 16:24:33+00:00,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,True,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,21125,3506,Bloodhound
70,876484053909872640,2017-06-18 16:57:37+00:00,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,False,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,19163,2511,Golden Retriever
71,876120275196170240,2017-06-17 16:52:05+00:00,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,False,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,28490,4903,Bernese Mountain Dog
72,875747767867523072,2017-06-16 16:11:53+00:00,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,False,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,25773,4497,Labrador Retriever
73,875144289856114688,2017-06-15 00:13:52+00:00,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,False,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,22185,5081,Siberian Husky
74,875021211251597312,2017-06-14 16:04:48+00:00,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,False,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,26022,4922,West Highland White Terrier
75,874680097055178752,2017-06-13 17:29:20+00:00,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,False,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,28439,4875,Labrador Retriever
76,874296783580663808,2017-06-12 16:06:11+00:00,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,True,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,26651,4308,Cocker Spaniel
77,874057562936811520,2017-06-12 00:15:36+00:00,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,,False,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,23134,4125,Flat-Coated Retriever
78,874012996292530176,2017-06-11 21:18:31+00:00,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,True,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,35501,11007,Cardigan
79,873580283840344065,2017-06-10 16:39:04+00:00,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,,False,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,24837,4143,Newfoundland
80,873213775632977920,2017-06-09 16:22:42+00:00,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,True,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,7467,1667,Vizsla
81,872967104147763200,2017-06-09 00:02:31+00:00,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,True,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,28031,5669,Labrador Retriever
82,872820683541237760,2017-06-08 14:20:41+00:00,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,,False,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,15029,3884,Pug
83,872620804844003328,2017-06-08 01:06:27+00:00,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,False,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,21309,3911,Cocker Spaniel
84,872486979161796608,2017-06-07 16:14:40+00:00,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,,False,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,41606,9429,Pembroke
85,872261713294495745,2017-06-07 01:19:32+00:00,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,False,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,35085,6649,Labrador Retriever
86,872122724285648897,2017-06-06 16:07:15+00:00,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,False,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,35324,8549,Pug
87,871879754684805121,2017-06-06 00:01:46+00:00,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,False,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,39090,11918,Shetland Sheepdog
88,871762521631449091,2017-06-05 16:15:56+00:00,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,True,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,20787,3678,Labrador Retriever
89,871515927908634625,2017-06-04 23:56:03+00:00,iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,True,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,20730,3628,Komondor
90,871032628920680449,2017-06-03 15:55:36+00:00,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,False,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,23255,3999,Kelpie
92,870656317836468226,2017-06-02 15:00:16+00:00,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,False,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,12819,2817,Pembroke
93,870374049280663552,2017-06-01 20:18:38+00:00,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,False,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,85011,27680,Golden Retriever
94,870308999962521604,2017-06-01 16:00:09+00:00,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,False,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,22453,4384,Greater Swiss Mountain Dog
